time,speed
1999,0.0000000000000000
2001,0.0000000000000000
2003,0.0000000000000000
2006,0.0000000000000000
2009,0.0795165538787841
2011,0.1192747831344604
2013,0.1192747955322265
2016,0.2385495662689208
2018,0.1590331554412841
2020,0.2385495662689208
2023,0.3578244447708129
2025,0.1590330028533935
2027,0.3578244447708129
2030,0.4770994663238525
2032,0.2385496854782104
2034,0.4770989894866943
2036,0.4770992279052734
2039,0.3180662155151367
2041,0.4770992279052734
2043,0.5963741302490234
2046,0.3180660724639892
2049,0.3975825309753417
2051,0.5963737487792968
2054,0.3975830268859863
2056,0.7156491279602050
2058,0.5963732719421386
2061,0.4770993709564208
2063,0.7156482219696044
2065,0.5963743209838867
2068,0.4770993709564208
2070,0.7156482219696044
2072,0.8349246025085449
2075,0.4770993709564208
2077,0.7156472682952880
2079,0.8349255561828613
2082,0.4770993709564208
2084,0.8349215507507324
2086,0.8349246025085449
2089,0.5566155910491943
2092,0.4770993709564208
2094,0.8349246025085449
2097,0.5566157817840576
2099,0.8349215507507324
2101,0.9542012214660644
2104,0.5566157817840576
2106,0.8349215507507324
2109,0.9542012214660644
2111,0.5566143512725830
2113,0.9541993141174316
2116,0.8349246025085449
2118,0.6361317634582519
2120,0.9541993141174316
2123,0.9541976928710937
2125,0.5566157817840576
2127,0.9541976928710937
2130,0.9542010307312011
2132,0.6361317634582519
2135,0.6361317634582519
2138,0.6361324310302734
2140,0.9541976928710937
2142,0.9541976928710937
2145,0.6361349105834960
2147,0.9541939735412597
2149,1.0734738111495971
2152,0.6361324310302734
2154,0.9541976928710937
2156,1.0734699964523315
2159,0.6361349105834960
2161,0.9541976928710937
2164,1.0734699964523315
2166,0.6361349105834960
2168,1.0734699964523315
2171,0.9541976928710937
2173,0.7156502723693847
2176,0.7156466960906982
2179,0.6361317634582519
2181,1.0734779834747314
2183,0.9541976928710937
2186,0.7156466960906982
2188,1.0734779834747314
2190,0.9541976928710937
2193,0.7156466960906982
2195,1.0734817981719970
2197,1.0734699964523315
2200,0.6361292839050292
2202,1.0734854936599731
2205,1.0734699964523315
2207,0.7156466960906982
2209,1.0734779834747314
2212,1.0734699964523315
2214,0.6361292839050292
2216,1.0734854936599731
2220,0.5367350101470947
2222,1.0734699964523315
2224,1.0734779834747314
2227,0.7156466960906982
2229,1.0734699964523315
2232,1.0734779834747314
2234,0.7156516075134277
2236,1.0734699964523315
2239,1.0734779834747314
2241,0.7156466960906982
2243,1.0734699964523315
2246,0.7156502723693847
2248,1.0734699964523315
2250,1.0734854936599731
2253,0.7951601028442382
2255,1.0734699964523315
2258,1.0734859704971313
2260,0.7156431198120117
2263,0.7156502723693847
2266,1.0734699964523315
2268,0.7156502723693847
2270,1.0734775066375732
2273,0.7156502723693847
2275,1.1927461624145507
2277,1.0734699964523315
2280,0.7156502723693847
2282,1.0734699964523315
2284,1.0734699964523315
2287,0.7156502723693847
2289,1.1927461624145507
2292,1.0734699964523315
2294,0.7156552314758300
2296,1.0734699964523315
2299,0.7156431198120117
2301,1.0734859704971313
2304,0.7951601028442382
2307,0.7156502723693847
2309,1.0734699964523315
2311,1.0734699964523315
2314,0.7951680183410644
2316,1.0734775066375732
2319,1.0734699964523315
2321,0.7156502723693847
2323,1.1927461624145507
2326,0.7156502723693847
2328,1.0734699964523315
2330,1.0734699964523315
2333,0.7951680183410644
2335,1.0734699964523315
2337,1.0734699964523315
2340,0.7951680183410644
2342,1.0734775066375732
2345,1.0734626054763793
2348,0.5367387771606445
2350,1.1927461624145507
2353,0.7156452655792236
2355,1.0734775066375732
2357,1.1927461624145507
2360,0.7156552314758300
2362,1.0734626054763793
2364,1.0734775066375732
2367,0.7951680183410644
2369,1.0734626054763793
2372,1.0734775066375732
2374,0.7951680183410644
2376,1.0734626054763793
2379,1.0734775066375732
2381,0.7951680183410644
2383,1.0734626054763793
2386,0.7156552314758300
2388,1.1927461624145507
2391,0.7156552314758300
2394,0.7156381607055664
2396,1.1927461624145507
