req_height,time,current_height,error,u,motor,acceleration,current_speed
10.00,30717,9.87,0.12691,0.19,0.19,-0.19,0.19
10.00,30742,9.88,0.12309,0.18,0.18,-0.17,0.18
10.00,30767,9.88,0.11928,0.18,0.18,-0.19,0.18
10.00,30791,9.88,0.11570,0.17,0.17,-0.17,0.17
10.00,30816,9.89,0.11212,0.17,0.17,-0.15,0.17
10.00,30839,9.89,0.10878,0.16,0.16,-0.19,0.16
10.00,30864,9.89,0.10544,0.16,0.16,-0.12,0.16
10.00,30888,9.90,0.10210,0.16,0.16,-0.20,0.16
10.00,30913,9.90,0.09900,0.15,0.15,-0.09,0.15
10.00,30938,9.90,0.09590,0.15,0.15,-0.15,0.15
10.00,30962,9.91,0.09303,0.15,0.15,-0.13,0.15
10.00,30987,9.91,0.09017,0.14,0.14,-0.12,0.14
10.00,31010,9.91,0.08731,0.14,0.14,-0.20,0.14
10.00,31035,9.92,0.08469,0.14,0.14,-0.05,0.14
10.00,31059,9.92,0.08206,0.13,0.13,-0.15,0.13
10.00,31084,9.92,0.07944,0.13,0.13,-0.11,0.13
10.00,31109,9.92,0.07705,0.13,0.13,-0.08,0.13
10.00,31133,9.93,0.07467,0.13,0.13,-0.14,0.13
10.00,31158,9.93,0.07228,0.12,0.12,-0.10,0.12
10.00,31182,9.93,0.07013,0.12,0.12,-0.09,0.12
10.00,31206,9.93,0.06775,0.12,0.12,-0.17,0.12
10.00,31230,9.93,0.06560,0.12,0.12,-0.07,0.12
10.00,31255,9.94,0.06369,0.11,0.11,-0.04,0.11
10.00,31280,9.94,0.06178,0.11,0.11,-0.10,0.11
10.00,31304,9.94,0.05964,0.11,0.11,-0.17,0.11
10.00,31329,9.94,0.05773,0.11,0.11,-0.04,0.11
10.00,31353,9.94,0.05582,0.10,0.10,-0.11,0.10
10.00,31377,9.95,0.05415,0.10,0.10,-0.05,0.10
10.00,31401,9.95,0.05248,0.10,0.10,-0.09,0.10
10.00,31426,9.95,0.05057,0.10,0.10,-0.12,0.10
10.00,31451,9.95,0.04914,0.10,0.10,0.00,0.10
10.00,31474,9.95,0.04747,0.10,0.10,-0.16,0.10
10.00,31499,9.95,0.04580,0.09,0.09,-0.06,0.09
10.00,31523,9.96,0.04437,0.09,0.09,-0.04,0.09
10.00,31548,9.96,0.04294,0.09,0.09,-0.06,0.09
10.00,31572,9.96,0.04151,0.09,0.09,-0.08,0.09
10.00,31597,9.96,0.04008,0.09,0.09,-0.06,0.09
10.00,31622,9.96,0.03864,0.09,0.09,-0.07,0.09
10.00,31645,9.96,0.03745,0.08,0.08,-0.04,0.08
10.00,31670,9.96,0.03602,0.08,0.08,-0.09,0.08
10.00,31694,9.97,0.03483,0.08,0.08,-0.03,0.08
10.00,31719,9.97,0.03364,0.08,0.08,-0.05,0.08
10.00,31744,9.97,0.03244,0.08,0.08,-0.07,0.08
10.00,31768,9.97,0.03149,0.08,0.08,-0.00,0.08
10.00,31793,9.97,0.03030,0.08,0.08,-0.10,0.08
10.00,31817,9.97,0.02934,0.08,0.08,-0.02,0.08
10.00,31841,9.97,0.02815,0.07,0.07,-0.10,0.07
10.00,31865,9.97,0.02719,0.07,0.07,-0.01,0.07
10.00,31890,9.97,0.02624,0.07,0.07,-0.04,0.07
10.00,31915,9.97,0.02529,0.07,0.07,-0.06,0.07
10.00,31939,9.98,0.02433,0.07,0.07,-0.04,0.07
10.00,31964,9.98,0.02338,0.07,0.07,-0.05,0.07
10.00,31988,9.98,0.02242,0.07,0.07,-0.06,0.07
10.00,32012,9.98,0.02171,0.07,0.07,0.00,0.07
10.00,32036,9.98,0.02075,0.06,0.06,-0.09,0.06
10.00,32061,9.98,0.02004,0.07,0.07,0.01,0.07
10.00,32084,9.98,0.01932,0.06,0.06,-0.05,0.06
10.00,32109,9.98,0.01861,0.06,0.06,-0.03,0.06
10.00,32134,9.98,0.01765,0.06,0.06,-0.09,0.06
10.00,32158,9.98,0.01694,0.06,0.06,-0.00,0.06
10.00,32183,9.98,0.01646,0.06,0.06,0.02,0.06
10.00,32206,9.98,0.01574,0.06,0.06,-0.09,0.06
10.00,32231,9.98,0.01503,0.06,0.06,-0.03,0.06
10.00,32256,9.99,0.01431,0.06,0.06,-0.04,0.06
10.00,32280,9.99,0.01384,0.06,0.06,0.02,0.06
10.00,32304,9.99,0.01312,0.06,0.06,-0.08,0.06
10.00,32328,9.99,0.01240,0.06,0.06,-0.04,0.06
10.00,32353,9.99,0.01193,0.06,0.06,0.02,0.06
10.00,32376,9.99,0.01145,0.06,0.06,-0.03,0.06
10.00,32401,9.99,0.01121,0.06,0.06,0.03,0.06
10.00,32424,9.99,0.01050,0.05,0.05,-0.13,0.05
10.00,32449,9.99,0.01002,0.05,0.05,0.02,0.05
10.00,32473,9.99,0.00954,0.05,0.05,-0.03,0.05
10.00,32497,9.99,0.00906,0.05,0.05,-0.02,0.05
10.00,32522,9.99,0.00883,0.05,0.05,0.03,0.05
10.00,32546,9.99,0.00835,0.05,0.05,-0.07,0.05
10.00,32570,9.99,0.00787,0.05,0.05,-0.02,0.05
10.00,32594,9.99,0.00716,0.05,0.05,-0.08,0.05
10.00,32619,9.99,0.00692,0.05,0.05,0.07,0.05
10.00,32643,9.99,0.00644,0.05,0.05,-0.07,0.05
10.00,32667,9.99,0.00620,0.05,0.05,0.03,0.05
10.00,32692,9.99,0.00596,0.05,0.05,-0.01,0.05
10.00,32716,9.99,0.00549,0.05,0.05,-0.07,0.05
10.00,32740,9.99,0.00525,0.05,0.05,0.03,0.05
10.00,32764,10.00,0.00477,0.05,0.05,-0.07,0.05
10.00,32789,10.00,0.00429,0.05,0.05,-0.02,0.05
10.00,32815,10.00,0.00406,0.05,0.05,0.03,0.05
10.00,32838,10.00,0.00406,0.05,0.05,0.04,0.05
10.00,32863,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,32887,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,32912,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,32936,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,32961,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,32986,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33009,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33034,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33058,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33083,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33107,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33132,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33157,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33181,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33205,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33229,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33254,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33278,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33303,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33328,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33352,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33376,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33400,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33425,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33449,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33474,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33499,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33523,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33548,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33571,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33596,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33620,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33645,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33670,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33694,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33719,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33742,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33767,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33792,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33816,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33841,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33865,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33890,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33914,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33938,10.00,0.00406,0.05,0.05,0.00,0.05
10.00,33963,10.00,0.00406,0.05,0.05,0.00,0.05
5.00,33964,10.00,0.00406,0.05,0.05,0.00,0.05
5.00,42150,10.00,0.00406,0.05,0.05,0.00,0.05
5.00,42151,10.00,-4.99571,-0.01,-0.01,-1.20,-0.01
5.00,42178,10.00,-4.99571,-0.04,-0.04,-1.20,-0.04
5.00,42205,10.00,-4.99571,-0.07,-0.07,-1.20,-0.07
5.00,42231,10.00,-4.99571,-0.10,-0.10,-1.20,-0.10
5.00,42258,10.00,-4.99547,-0.14,-0.14,-1.20,-0.14
5.00,42284,9.99,-4.99475,-0.17,-0.17,-1.20,-0.17
5.00,42310,9.99,-4.99356,-0.20,-0.20,-1.20,-0.20
5.00,42336,9.99,-4.99165,-0.23,-0.23,-1.20,-0.23
5.00,42362,9.99,-4.98927,-0.26,-0.26,-1.20,-0.26
5.00,42388,9.99,-4.98593,-0.29,-0.29,-1.20,-0.29
5.00,42414,9.98,-4.98211,-0.33,-0.33,-1.20,-0.33
5.00,42440,9.98,-4.97734,-0.36,-0.36,-1.20,-0.36
5.00,42466,9.97,-4.97185,-0.39,-0.39,-1.20,-0.39
5.00,42492,9.97,-4.96565,-0.42,-0.42,-1.20,-0.42
5.00,42518,9.96,-4.95849,-0.45,-0.45,-1.20,-0.45
5.00,42544,9.95,-4.95062,-0.48,-0.48,-1.20,-0.48
5.00,42570,9.94,-4.94227,-0.51,-0.51,-1.20,-0.51
5.00,42596,9.93,-4.93297,-0.54,-0.54,-1.20,-0.54
5.00,42622,9.92,-4.92271,-0.57,-0.57,-1.20,-0.57
5.00,42648,9.91,-4.91197,-0.60,-0.60,-1.20,-0.60
5.00,42674,9.90,-4.90029,-0.64,-0.64,-1.20,-0.64
5.00,42700,9.89,-4.88764,-0.67,-0.67,-1.20,-0.67
5.00,42726,9.87,-4.87452,-0.70,-0.70,-1.20,-0.70
5.00,42752,9.86,-4.86045,-0.73,-0.73,-1.20,-0.73
5.00,42778,9.85,-4.84566,-0.76,-0.76,-1.20,-0.76
5.00,42804,9.83,-4.83015,-0.79,-0.79,-1.20,-0.79
5.00,42830,9.81,-4.81393,-0.82,-0.82,-1.20,-0.82
5.00,42856,9.80,-4.79699,-0.86,-0.86,-1.20,-0.86
5.00,42882,9.78,-4.77934,-0.89,-0.89,-1.20,-0.89
5.00,42908,9.76,-4.76097,-0.92,-0.92,-1.20,-0.92
5.00,42934,9.74,-4.74165,-0.95,-0.95,-1.20,-0.95
5.00,42960,9.72,-4.72161,-0.98,-0.98,-1.20,-0.98
5.00,42993,9.70,-4.70062,-1.01,-1.00,-0.80,-1.00
5.00,43019,9.67,-4.67295,-5.80,-1.00,0.00,-1.00
5.00,43044,9.65,-4.65076,-5.77,-1.00,0.00,-1.00
5.00,43070,9.63,-4.62834,-5.74,-1.00,0.00,-1.00
5.00,43096,9.61,-4.60544,-5.71,-1.00,0.00,-1.00
5.00,43121,9.58,-4.58206,-5.68,-1.00,0.00,-1.00
5.00,43147,9.56,-4.55868,-5.65,-1.00,0.00,-1.00
5.00,43172,9.54,-4.53530,-5.62,-1.00,0.00,-1.00
5.00,43198,9.51,-4.51169,-5.59,-1.00,0.00,-1.00
5.00,43224,9.49,-4.48783,-5.56,-1.00,0.00,-1.00
5.00,43248,9.46,-4.46422,-5.53,-1.00,0.00,-1.00
5.00,43274,9.44,-4.44036,-5.50,-1.00,0.00,-1.00
5.00,43299,9.42,-4.41651,-5.47,-1.00,0.00,-1.00
5.00,43325,9.39,-4.39265,-5.44,-1.00,0.00,-1.00
5.00,43351,9.37,-4.36880,-5.40,-1.00,0.00,-1.00
5.00,43376,9.34,-4.34470,-5.38,-1.00,0.00,-1.00
5.00,43402,9.32,-4.32085,-5.35,-1.00,0.00,-1.00
5.00,43427,9.30,-4.29699,-5.32,-1.00,0.00,-1.00
5.00,43452,9.27,-4.27314,-5.29,-1.00,0.00,-1.00
5.00,43478,9.25,-4.24928,-5.26,-1.00,0.00,-1.00
5.00,43503,9.23,-4.22519,-5.23,-1.00,0.00,-1.00
5.00,43529,9.20,-4.20134,-5.20,-1.00,0.00,-1.00
5.00,43554,9.18,-4.17724,-5.17,-1.00,0.00,-1.00
5.00,43580,9.15,-4.15339,-5.14,-1.00,0.00,-1.00
5.00,43606,9.13,-4.12929,-5.11,-1.00,0.00,-1.00
5.00,43631,9.11,-4.10520,-5.08,-1.00,0.00,-1.00
5.00,43657,9.08,-4.08135,-5.05,-1.00,0.00,-1.00
5.00,43681,9.06,-4.05701,-5.02,-1.00,0.00,-1.00
5.00,43707,9.03,-4.03292,-4.99,-1.00,0.00,-1.00
5.00,43732,9.01,-4.00883,-4.96,-1.00,0.00,-1.00
5.00,43758,8.98,-3.98473,-4.93,-1.00,0.00,-1.00
5.00,43784,8.96,-3.96088,-4.90,-1.00,0.00,-1.00
5.00,43809,8.94,-3.93678,-4.87,-1.00,0.00,-1.00
5.00,43835,8.91,-3.91269,-4.84,-1.00,0.00,-1.00
5.00,43860,8.89,-3.88860,-4.81,-1.00,0.00,-1.00
5.00,43885,8.86,-3.86427,-4.78,-1.00,0.00,-1.00
5.00,43911,8.84,-3.84017,-4.75,-1.00,0.00,-1.00
5.00,43936,8.82,-3.81608,-4.72,-1.00,0.00,-1.00
5.00,43962,8.79,-3.79198,-4.69,-1.00,0.00,-1.00
5.00,43987,8.77,-3.76789,-4.66,-1.00,0.00,-1.00
5.00,44013,8.74,-3.74380,-4.63,-1.00,0.00,-1.00
5.00,44039,8.72,-3.71947,-4.60,-1.00,0.00,-1.00
5.00,44064,8.70,-3.69537,-4.57,-1.00,0.00,-1.00
5.00,44090,8.67,-3.67128,-4.54,-1.00,0.00,-1.00
5.00,44114,8.65,-3.64695,-4.50,-1.00,0.00,-1.00
5.00,44140,8.62,-3.62285,-4.48,-1.00,0.00,-1.00
5.00,44166,8.60,-3.59876,-4.45,-1.00,0.00,-1.00
5.00,44191,8.57,-3.57443,-4.41,-1.00,0.00,-1.00
5.00,44217,8.55,-3.55010,-4.38,-1.00,0.00,-1.00
5.00,44242,8.53,-3.52600,-4.35,-1.00,0.00,-1.00
5.00,44268,8.50,-3.50167,-4.33,-1.00,0.00,-1.00
5.00,44294,8.48,-3.47758,-4.30,-1.00,0.00,-1.00
5.00,44318,8.45,-3.45324,-4.26,-1.00,0.00,-1.00
5.00,44344,8.43,-3.42915,-4.24,-1.00,0.00,-1.00
5.00,44369,8.40,-3.40482,-4.20,-1.00,0.00,-1.00
5.00,44395,8.38,-3.38049,-4.18,-1.00,0.00,-1.00
5.00,44421,8.36,-3.35639,-4.15,-1.00,0.00,-1.00
5.00,44446,8.33,-3.33206,-4.11,-1.00,0.00,-1.00
5.00,44472,8.31,-3.30773,-4.08,-1.00,0.00,-1.00
5.00,44497,8.28,-3.28364,-4.05,-1.00,0.00,-1.00
5.00,44523,8.26,-3.25930,-4.02,-1.00,0.00,-1.00
5.00,44548,8.23,-3.23497,-3.99,-1.00,0.00,-1.00
5.00,44573,8.21,-3.21064,-3.96,-1.00,0.00,-1.00
5.00,44599,8.19,-3.18631,-3.93,-1.00,0.00,-1.00
5.00,44624,8.16,-3.16197,-3.90,-1.00,0.00,-1.00
5.00,44650,8.14,-3.13764,-3.87,-1.00,0.00,-1.00
5.00,44676,8.11,-3.11331,-3.84,-1.00,0.00,-1.00
5.00,44701,8.09,-3.08898,-3.81,-1.00,0.00,-1.00
5.00,44727,8.06,-3.06465,-3.78,-1.00,0.00,-1.00
5.00,44752,8.04,-3.04031,-3.75,-1.00,0.00,-1.00
5.00,44777,8.02,-3.01598,-3.72,-1.00,0.00,-1.00
5.00,44803,7.99,-2.99165,-3.69,-1.00,0.00,-1.00
5.00,44828,7.97,-2.96708,-3.65,-1.00,0.00,-1.00
5.00,44854,7.94,-2.94275,-3.63,-1.00,0.00,-1.00
5.00,44879,7.92,-2.91842,-3.59,-1.00,0.00,-1.00
5.00,44905,7.89,-2.89408,-3.57,-1.00,0.00,-1.00
5.00,44931,7.87,-2.86951,-3.54,-1.00,0.00,-1.00
5.00,44956,7.85,-2.84518,-3.50,-1.00,0.00,-1.00
5.00,44981,7.82,-2.82085,-3.48,-1.00,0.00,-1.00
5.00,45006,7.80,-2.79652,-3.44,-1.00,0.00,-1.00
5.00,45032,7.77,-2.77219,-3.41,-1.00,0.00,-1.00
5.00,45058,7.75,-2.74761,-3.38,-1.00,0.00,-1.00
5.00,45083,7.72,-2.72328,-3.35,-1.00,0.00,-1.00
5.00,45109,7.70,-2.69895,-3.32,-1.00,0.00,-1.00
5.00,45134,7.67,-2.67462,-3.29,-1.00,0.00,-1.00
5.00,45160,7.65,-2.65029,-3.26,-1.00,0.00,-1.00
5.00,45186,7.63,-2.62572,-3.23,-1.00,0.00,-1.00
5.00,45210,7.60,-2.60138,-3.20,-1.00,0.00,-1.00
5.00,45236,7.58,-2.57705,-3.17,-1.00,0.00,-1.00
5.00,45261,7.55,-2.55272,-3.14,-1.00,0.00,-1.00
5.00,45287,7.53,-2.52815,-3.11,-1.00,0.00,-1.00
5.00,45313,7.50,-2.50382,-3.07,-1.00,0.00,-1.00
5.00,45338,7.48,-2.47948,-3.05,-1.00,0.00,-1.00
5.00,45364,7.46,-2.45515,-3.02,-1.00,0.00,-1.00
5.00,45389,7.43,-2.43058,-2.98,-1.00,0.00,-1.00
5.00,45414,7.41,-2.40625,-2.96,-1.00,0.00,-1.00
5.00,45440,7.38,-2.38192,-2.92,-1.00,0.00,-1.00
5.00,45465,7.36,-2.35759,-2.90,-1.00,0.00,-1.00
5.00,45491,7.33,-2.33325,-2.87,-1.00,0.00,-1.00
5.00,45516,7.31,-2.30892,-2.83,-1.00,0.00,-1.00
5.00,45542,7.28,-2.28435,-2.80,-1.00,0.00,-1.00
5.00,45568,7.26,-2.26002,-2.77,-1.00,0.00,-1.00
5.00,45593,7.24,-2.23569,-2.74,-1.00,0.00,-1.00
5.00,45619,7.21,-2.21135,-2.71,-1.00,0.00,-1.00
5.00,45643,7.19,-2.18702,-2.68,-1.00,0.00,-1.00
5.00,45669,7.16,-2.16245,-2.65,-1.00,0.00,-1.00
5.00,45694,7.14,-2.13812,-2.62,-1.00,0.00,-1.00
5.00,45720,7.11,-2.11379,-2.59,-1.00,0.00,-1.00
5.00,45746,7.09,-2.08922,-2.56,-1.00,0.00,-1.00
5.00,45771,7.06,-2.06489,-2.53,-1.00,0.00,-1.00
5.00,45797,7.04,-2.04055,-2.50,-1.00,0.00,-1.00
5.00,45822,7.02,-2.01622,-2.47,-1.00,0.00,-1.00
5.00,45847,6.99,-1.99165,-2.44,-1.00,0.00,-1.00
5.00,45873,6.97,-1.96732,-2.41,-1.00,0.00,-1.00
5.00,45898,6.94,-1.94299,-2.37,-1.00,0.00,-1.00
5.00,45924,6.92,-1.91865,-2.35,-1.00,0.00,-1.00
5.00,45949,6.89,-1.89408,-2.31,-1.00,0.00,-1.00
5.00,45975,6.87,-1.86975,-2.28,-1.00,0.00,-1.00
5.00,46001,6.85,-1.84542,-2.26,-1.00,0.00,-1.00
5.00,46026,6.82,-1.82085,-2.22,-1.00,0.00,-1.00
5.00,46052,6.80,-1.79652,-2.20,-1.00,0.00,-1.00
5.00,46076,6.77,-1.77195,-2.16,-1.00,0.00,-1.00
5.00,46102,6.75,-1.74761,-2.13,-1.00,0.00,-1.00
5.00,46128,6.72,-1.72328,-2.10,-1.00,0.00,-1.00
5.00,46153,6.70,-1.69871,-2.07,-1.00,0.00,-1.00
5.00,46179,6.67,-1.67438,-2.04,-1.00,0.00,-1.00
5.00,46204,6.65,-1.65005,-2.01,-1.00,0.00,-1.00
5.00,46230,6.63,-1.62548,-1.98,-1.00,0.00,-1.00
5.00,46256,6.60,-1.60115,-1.95,-1.00,0.00,-1.00
5.00,46280,6.58,-1.57681,-1.92,-1.00,0.00,-1.00
5.00,46306,6.55,-1.55224,-1.89,-1.00,0.00,-1.00
5.00,46331,6.53,-1.52791,-1.86,-1.00,0.00,-1.00
5.00,46357,6.50,-1.50334,-1.83,-1.00,0.00,-1.00
5.00,46383,6.48,-1.47901,-1.80,-1.00,0.00,-1.00
5.00,46408,6.45,-1.45444,-1.76,-1.00,0.00,-1.00
5.00,46434,6.43,-1.43010,-1.74,-1.00,0.00,-1.00
5.00,46459,6.41,-1.40553,-1.70,-1.00,0.00,-1.00
5.00,46485,6.38,-1.38120,-1.68,-1.00,0.00,-1.00
5.00,46510,6.36,-1.35663,-1.64,-1.00,0.00,-1.00
5.00,46535,6.33,-1.33230,-1.61,-1.00,0.00,-1.00
5.00,46561,6.31,-1.30773,-1.58,-1.00,0.00,-1.00
5.00,46586,6.28,-1.28340,-1.55,-1.00,0.00,-1.00
5.00,46612,6.26,-1.25883,-1.52,-1.00,0.00,-1.00
5.00,46638,6.23,-1.23449,-1.49,-1.00,0.00,-1.00
5.00,46663,6.21,-1.20992,-1.46,-1.00,0.00,-1.00
5.00,46689,6.19,-1.18559,-1.43,-1.00,0.00,-1.00
5.00,46713,6.16,-1.16102,-1.40,-1.00,0.00,-1.00
5.00,46739,6.14,-1.13669,-1.37,-1.00,0.00,-1.00
5.00,46765,6.11,-1.11212,-1.34,-1.00,0.00,-1.00
5.00,46790,6.09,-1.08779,-1.31,-1.00,0.00,-1.00
5.00,46816,6.06,-1.06322,-1.28,-1.00,0.00,-1.00
5.00,46841,6.04,-1.03888,-1.24,-1.00,0.00,-1.00
5.00,46867,6.01,-1.01431,-1.22,-1.00,0.00,-1.00
5.00,46893,5.99,-0.98998,-1.18,-1.00,0.00,-1.00
5.00,46918,5.97,-0.96541,-1.16,-1.00,0.00,-1.00
5.00,46943,5.94,-0.94108,-1.13,-1.00,0.00,-1.00
5.00,46968,5.92,-0.91651,-1.09,-1.00,0.00,-1.00
5.00,46994,5.89,-0.89218,-1.06,-1.00,0.00,-1.00
5.00,47020,5.87,-0.86760,-1.03,-1.00,0.00,-1.00
5.00,47045,5.84,-0.84327,-1.00,-1.00,0.01,-1.00
5.00,47071,5.82,-0.81870,-0.97,-0.97,1.07,-0.97
5.00,47096,5.79,-0.79437,-0.94,-0.94,1.33,-0.94
5.00,47122,5.77,-0.77004,-0.91,-0.91,1.02,-0.91
5.00,47147,5.75,-0.74618,-0.88,-0.88,1.26,-0.88
5.00,47172,5.72,-0.72257,-0.86,-0.86,0.96,-0.86
5.00,47198,5.70,-0.69967,-0.83,-0.83,0.99,-0.83
5.00,47223,5.68,-0.67724,-0.80,-0.80,1.18,-0.80
5.00,47249,5.66,-0.65553,-0.78,-0.78,0.80,-0.78
5.00,47275,5.63,-0.63430,-0.75,-0.75,1.31,-0.75
5.00,47300,5.61,-0.61403,-0.73,-0.73,0.57,-0.73
5.00,47326,5.59,-0.59399,-0.71,-0.71,0.93,-0.71
5.00,47351,5.57,-0.57490,-0.69,-0.69,0.92,-0.69
5.00,47376,5.56,-0.55606,-0.67,-0.67,0.76,-0.67
5.00,47401,5.54,-0.53817,-0.64,-0.64,0.86,-0.64
5.00,47427,5.52,-0.52052,-0.63,-0.63,0.71,-0.63
5.00,47453,5.50,-0.50382,-0.61,-0.61,0.66,-0.61
5.00,47478,5.49,-0.48736,-0.58,-0.58,1.04,-0.58
5.00,47504,5.47,-0.47161,-0.57,-0.57,0.45,-0.57
5.00,47529,5.46,-0.45658,-0.55,-0.55,0.73,-0.55
5.00,47555,5.44,-0.44179,-0.54,-0.54,0.59,-0.54
5.00,47580,5.43,-0.42772,-0.52,-0.52,0.57,-0.52
5.00,47605,5.41,-0.41388,-0.51,-0.51,0.74,-0.51
5.00,47631,5.40,-0.40052,-0.49,-0.49,0.49,-0.49
5.00,47656,5.39,-0.38764,-0.48,-0.48,0.65,-0.48
5.00,47682,5.38,-0.37500,-0.46,-0.46,0.50,-0.46
5.00,47708,5.36,-0.36307,-0.45,-0.45,0.56,-0.45
5.00,47733,5.35,-0.35138,-0.44,-0.44,0.55,-0.44
5.00,47759,5.34,-0.33993,-0.42,-0.42,0.45,-0.42
5.00,47784,5.33,-0.32896,-0.41,-0.41,0.54,-0.41
5.00,47809,5.32,-0.31846,-0.40,-0.40,0.37,-0.40
5.00,47835,5.31,-0.30821,-0.39,-0.39,0.46,-0.39
5.00,47860,5.30,-0.29843,-0.38,-0.38,0.47,-0.38
5.00,47886,5.29,-0.28865,-0.37,-0.37,0.41,-0.37
5.00,47911,5.28,-0.27934,-0.35,-0.35,0.53,-0.35
5.00,47937,5.27,-0.27052,-0.35,-0.35,0.24,-0.35
5.00,47963,5.26,-0.26169,-0.34,-0.34,0.42,-0.34
5.00,47988,5.25,-0.25334,-0.33,-0.33,0.39,-0.33
5.00,48014,5.24,-0.24499,-0.32,-0.32,0.35,-0.32
5.00,48038,5.24,-0.23712,-0.31,-0.31,0.37,-0.31
5.00,48064,5.23,-0.22972,-0.30,-0.30,0.24,-0.30
5.00,48090,5.22,-0.22233,-0.29,-0.29,0.36,-0.29
5.00,48115,5.22,-0.21517,-0.28,-0.28,0.36,-0.28
5.00,48141,5.21,-0.20802,-0.27,-0.27,0.36,-0.27
5.00,48166,5.20,-0.20134,-0.27,-0.27,0.26,-0.27
5.00,48192,5.19,-0.19490,-0.26,-0.26,0.23,-0.26
5.00,48218,5.19,-0.18845,-0.25,-0.25,0.31,-0.25
5.00,48242,5.18,-0.18249,-0.25,-0.25,0.26,-0.25
5.00,48268,5.18,-0.17653,-0.24,-0.24,0.25,-0.24
5.00,48293,5.17,-0.17080,-0.23,-0.23,0.28,-0.23
5.00,48319,5.17,-0.16508,-0.23,-0.23,0.24,-0.23
5.00,48345,5.16,-0.15983,-0.22,-0.22,0.22,-0.22
5.00,48370,5.15,-0.15458,-0.22,-0.22,0.26,-0.22
5.00,48396,5.15,-0.14957,-0.21,-0.21,0.17,-0.21
5.00,48421,5.14,-0.14456,-0.20,-0.20,0.28,-0.20
5.00,48447,5.14,-0.13979,-0.20,-0.20,0.16,-0.20
5.00,48472,5.14,-0.13526,-0.19,-0.19,0.18,-0.19
5.00,48497,5.13,-0.13096,-0.19,-0.19,0.20,-0.19
5.00,48523,5.13,-0.12667,-0.18,-0.18,0.18,-0.18
5.00,48548,5.12,-0.12238,-0.18,-0.18,0.24,-0.18
5.00,48574,5.12,-0.11832,-0.17,-0.17,0.16,-0.17
5.00,48600,5.11,-0.11450,-0.17,-0.17,0.15,-0.17
5.00,48625,5.11,-0.11069,-0.17,-0.17,0.16,-0.17
5.00,48651,5.11,-0.10687,-0.16,-0.16,0.18,-0.16
5.00,48675,5.10,-0.10329,-0.16,-0.16,0.16,-0.16
5.00,48701,5.10,-0.09995,-0.16,-0.16,0.10,-0.16
5.00,48727,5.10,-0.09637,-0.15,-0.15,0.24,-0.15
5.00,48752,5.09,-0.09327,-0.15,-0.15,0.06,-0.15
5.00,48778,5.09,-0.09017,-0.14,-0.14,0.17,-0.14
5.00,48803,5.09,-0.08707,-0.14,-0.14,0.15,-0.14
5.00,48829,5.08,-0.08421,-0.14,-0.14,0.08,-0.14
5.00,48855,5.08,-0.08135,-0.13,-0.13,0.16,-0.13
5.00,48880,5.08,-0.07848,-0.13,-0.13,0.12,-0.13
